theta,x,y,Cp,q_w
2.284272162087964,-0.6544657691338991,0.7560916326649229,0.718030474131089,0.04244284883417552
2.311776847922643,-0.675011671451561,0.737807050360016,0.7512404711903719,0.04424152046452365
2.325812307376576,-0.685300306826551,0.7282605918352396,0.7683409721518023,0.04516538834986363
2.353316993211255,-0.7050691589338919,0.7091385485743872,0.8021010102864148,0.04698472886042764
2.393594402735081,-0.7330518718298263,0.6801727377709194,0.8519773076379424,0.04966167555934342
2.433871812258906,-0.7598455375979611,0.6501036524635129,0.9021135925560017,0.05233968077791201
2.461376498093585,-0.7774367835794677,0.6289610859937119,0.9363408957774844,0.05416060998392822
2.475411957547518,-0.7861876775855584,0.6179878119909843,0.9537644313883274,0.05508532256481711
2.502916643382198,-0.8028857352868664,0.5961329516364634,0.9877576726867942,0.05688507857961621
2.543194052906023,-0.8262387743159947,0.5633200580636222,1.036980594603622,0.05948114270797698
2.583471462429848,-0.8482516123590389,0.5295934309300155,1.085226369893092,0.06201429138831988
2.610976148264528,-0.8624952426378222,0.5060651702932163,1.117426518033737,0.06369877086688862
2.625011607718461,-0.8695129147633345,0.4939102056209693,1.133580603578784,0.06454199975965536
